ORF	NAME	TCA	Resp	Ribo	Proteas	Hist	HTH	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YHR028C	DAP2   PROTEIN DEGRADATION      DIPEPTIDYL AMINOPEPTIDASE B	-1	-1	-1	-1	-1	-1	-0.14	-0.1	0.01	0.01	-0.01	-0.18	-0.29	-0.32	-0.03	-0.32	-0.12	-0.25	-0.14	-0.36	-0.18	-0.06	-0.6	-0.22	0.38	0.28	0.21	0.1	-0.54	-0.32	-0.07	0.01	0.01	0.12	-0.1	0.19	0.36	0.1	0.11	-0.04	-0.12	-0.45	-0.6	0.16	-0.25	0.4	-0.18	-0.92	-0.25	0.21	-1.18	-0.58	-0.81	0.1	0.64	-0.43	-1.12	-0.79	-0.07	0.96	-0.89	0.04	0.64	-0.81	0.04	0.99	1.14	0.65	0.16	-0.06	0.03	-0.47			-0.06	0.36	-0.09	0.26	0.11	0.48	0.77	0.51	0.18	1.06	0.99
YHR037W	PUT2   AMINO ACID BIOSYNTHESIS  DELTA-1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE	-1	-1	-1	-1	-1	-1	0.06	0.04	0.42	0.46	0.26	-0.22	0.48	0.15	0.36	0.03	0.15	0.14	0.16	-0.38	0.19	-0.15	0.1	-0.06	-0.51	0.14	-0.09	0.19	-0.07	-0.03	0.18	0.1	0.31	0.33	-0.1	0.31	0.44	0.32	-0.27	-1.29	-0.74	0.06	0.37	0.24	0.43	0.41	0.54	0.67	0.65	0.24	1.16	1.01	1.26	-0.56	-0.49	-0.3	-0.14	0.01	0.07	-0.29	0.06	-0.42	-0.89	-0.56	0.03	0.88	0.67	0.31	-0.01	-0.03	0.1	0.04	0.39	0.67	0.36	0.69	0.95	0.83	-0.07	0.01	-0.06	-0.42	-0.45	-0.81	-0.79
YHR038W	KIM4   DIEPOXYBUTANE AND MITOMY UNKNOWN	-1	-1	-1	-1	-1	-1	0.14	-0.25	0.14	0.29	0.16	-0.29	-0.15	-0.29	-0.27	-0.4	-0.23	-0.1	-0.01	-0.4	-0.42	-0.54	-0.04	-0.32	0.04	-0.17	-0.3	-0.38	-0.38	-0.51	-0.32	-0.17	-0.22	-0.45	0.12	-0.25	-0.14	-0.45	-0.04	0.2	-0.03	-0.07	0.03	0.23	0.52	0.45	0.23	0.04	0.16	0.38	0.39	0.42	0.54	-0.34	-0.25	-0.71	-0.94	-1.06	-0.58	0.34	-0.49	-0.69	-0.94	-1.25	0.24	-0.74	0.31		-0.1	0.2	-0.32	0.08	-0.51	-0.4	-0.4	0.41	0.29	-0.29	-0.32	0.01	0.18	-0.34	-0.15	0.73	0.06
YHR039C	VMA10  VACUOLAR ACIDIFICATION   VACUOLAR H-ATPASE 13 KDA SUBUNIT	-1	-1	-1	-1	-1	-1	-0.3	-0.81	-0.62	-0.45	-0.49	-0.47	-0.18	-0.71	-0.42	-0.15	-0.09		-0.04	-0.47	-0.29	-0.47	-0.45	-0.51	-1.06	-0.1	0.15	0.38	-0.01	-0.12	-0.22	0.19	-0.07	0.03	-0.07	0.06	0.07	0.48	-0.74	0.07	-0.1	-0.38	0.01	0.08	0.8	0.86	0.21	-0.12	-0.18	-0.6	0.26	-0.09	-0.27	-0.62	-0.4	-0.34	-0.34		-0.17	0.16	-0.15	-0.14	-0.4	-0.89	-0.07	-0.89	-0.79	-0.22	-0.17	-0.06	-0.01	-0.81	-0.09	0.04	-0.15	-0.12	-0.27	-0.06	-0.2	-0.06	0.1	-0.25	-0.2	-0.54	-0.6
YHR041C	SRB2   TRANSCRIPTION            RNA POLYMERASE II MEDIATOR SUBUNIT	-1	-1	-1	-1	-1	-1	-0.17	-0.64	-0.25		-0.03	-0.67	-0.03	-0.67	-0.27	-0.25	-0.4	-0.51	0.01	-0.69	-0.27	-0.51	-0.29	-0.43	-0.76	0.23	-0.25	-0.32	-0.12	-0.42	-0.03	0.07	0.03	0.07	-0.18	0.08	-0.03	-0.09	-0.09	-0.15	-0.06	0.15	0.12	0.11		0.11	-0.15	-0.12	-0.14	-0.1	-0.18	-0.32	-0.86	-0.76	0.06	-0.25	-0.17	-0.43	-0.32	-0.18	-0.23	-0.6	-0.34	-0.79	0.06	-0.22	-0.34	0.06	0.29		-0.03	-0.79	-0.2	-0.62	-0.06	0.26	-0.43	-0.45	-0.38		0.16	-0.34	-0.14	-0.15	
YHR042W	NCP1   MICROSOMAL ELECTRON TRAN NADP-CYTOCHROME P450 REDUCTASE	-1	-1	-1	-1	-1	-1	-0.14	-0.69	-0.22	-0.54	0.12	-0.29	0.18	-0.12	-0.03	-0.01	0.01	0.04	0.07	-0.14		0.03	0.03	-0.15	-0.74	-0.06	-0.4	0.28	-0.01	-0.14	0.14	0.28	0.14	0.24	-0.15	-0.01	-0.38	0.43	-0.22	0.25	-0.43	-0.56	-0.58	-0.38	-0.43	0.71	-0.15	-1	-0.38	-0.34	-1.18	-0.6	-0.79	-0.3	-0.43	-0.89	-1.15	-1.69	-1.89	0.26	-0.69	-1.43	0.1	-0.12	-0.3	-0.71	-0.89	0.54	-0.12	0.08	-0.89	-0.94	-0.38	-1.06	-0.06	-0.07	0.01	0.25	0.18	0.18	0.32	-0.25	-0.43	-0.07	-0.32
YHR043C	DOG2   2-DEOXYGLUCOSE RESISTANC 2-DEOXYGLUCOSE-6-PHOSPHATE PHOSPHATASE	-1	-1	-1	-1	-1	-1	0.33		0.53	0.08	0.19	-0.29	0.26	-0.32	-0.12		-0.3	-0.14	0.2	-0.36	-0.03	-0.42	-0.18	-0.38	-0.12	1.43	-0.43	-0.84	-0.47	-0.56	-0.23	-0.18	-0.36	-0.64	0.01	-0.06	-0.3	-0.38		0.15	0.06		-0.18	-0.1	0.24	0.11	-0.29	-0.04	-0.03	0.21	0.28	0.21	0.36	-0.94	-0.45	-1.03	-1.03	-1.56	-0.07	0.16	-0.79	-0.74	-1.06	-1.51	-0.06	0.21	-0.12	-0.92	-0.14	-0.42	0.57	1.24	0.83	0.94	-0.27	0.06	-0.18	-0.4	-0.15	0.08	0.42	-0.04	0.25	0.9	-0.09
YHR044C	DOG1   2-DEOXYGLUCOSE RESISTANC 2-DEOXYGLUCOSE-6-PHOSPHATE PHOSPHATASE	-1	-1	-1	-1	-1	-1	0.11	0.46	0.26	-0.06	0.23	-0.36	0.11	-0.18		-0.09	0.06	0.11	0.15	-0.18	-0.1	-0.22	0.11	0.04	-0.22	-0.54	-0.34	-0.14	-0.32	-0.23	-0.18	0.15	-0.17	-0.07	-0.36	-0.62	-0.79	-0.32	-0.01	0.03	-0.03	-0.1	-0.12	-0.2	0.19	0.19		-0.15	-0.06	-0.2	0.32	0.19	0.37	-0.38	-0.34	-0.86	-1.09	-1.06	-1	0.48	-0.62	-0.69	-0.54	-0.84	-0.27	0.28	0.07	-0.06	-0.07	-0.17	0.59	0.53	0.3	-0.07	0.18	0.61	0.14	0.04	-0.12	0.07	0.19	-0.03		0.6	-0.1
YHR047C	AAP1   PROTEIN DEGRADATION      ARGININE/ALANINE AMINOPEPTIDASE	-1	-1	-1	-1	-1	-1	-0.29	-0.07	-0.34	-0.34	-0.36	-0.43	-0.4	-0.25	-0.06	-0.23	0.31	-0.03	-0.15	-0.27	-0.14	0.08	-0.58	-0.12	-0.4	-0.06	-0.25	-0.04	-0.27	-0.27	-0.06	0.21	0.24	0.53	0.03	0.41	0.36	0.06	-0.51	-0.62	-0.81	-0.47	-0.43	0.03	0.08	-0.03	0.19	-0.4	-0.32	-0.06	0.07	-0.22	-0.14	-0.2	-0.54		-0.04	-0.07		-0.43	-0.42	0.98	0.55	1.26	-0.27	-0.06	-0.49	-0.18	-0.1	-0.43	-0.92	-0.43	-0.23	-0.4	-0.01	-0.47	-0.76	-1.03	-0.04	0.03	-0.29	-0.43	-0.42	-0.64	-0.67
YHR050W	SMF2   TRANSPORT                (PUTATIVE) MANGANESE TRANSPORTER	-1	-1	-1	-1	-1	-1	-1.22	-0.51	-0.18	0.32	-0.07	-0.04	-0.42		-0.34	0.14	0.03	0.26	0.16	-0.36	-0.23	-0.17	-0.51	-0.15	-0.23	0.37	-0.17	-0.3	-0.58	-0.2	-0.1	0.62	0.31	0.43	0.37	0.53	0.3	0.51	-0.14	0.12	0.32	0.1		0.21	0.3	0.58	0.37	-0.03	0.11	0.03	-0.18	-0.36	-0.43	0.33	-0.42	-0.4	-0.1	0.12	-0.36	0.39	0.48	0.85	0.19	-0.38		0.96	0.04	-0.17	-0.09	-0.49	-0.14	-0.6	-0.04	-0.43	-0.17	-0.03	-0.51	-0.56	-0.04	0.25	0.53	0.26	-0.07	0.28	0.64
YHR051W	COX6   OXIDATIVE PHOSPHORYLATIO CYTOCHROME-C OXIDASE SUBUNIT VI	-1	1	-1	-1	-1	-1	0.03	0.3	0.37	0.38	-0.14	-0.12	-0.4	0.1	-0.12	-0.3	0.08	-0.15	0.03	-0.2		-0.07	-0.23		0.68	-0.15	0.58	0.51	0.11	0.31	0.18	0.12	0.14	0.1	0.23	0.21	-0.18	-0.06	-1.12	-1.18	-0.56	0.33	0.63	0.83	0.6	0.42	0.65	0.37	0.79	0.48	0.65	0.54	0.75	-0.03	0.45	0.26	0.03	-0.56	-0.64	0.46	-0.36	-1.4	-0.71	-0.71		0.69	0.62	-0.79	-0.34	-0.09		-0.47	-0.14	-0.09	-0.07	0.37	-0.27	-0.84	0.2	0.04	0.19	0.41	0.76	2.18	2.5
YHR053C	CUP1   CU2+ ION HOMEOSTASIS     METALLOTHIONEIN	-1	-1	-1	-1	-1	-1	-0.27	-0.27	-0.32	-0.36	-0.51	-0.56	-0.74	-0.43	-0.6	-0.74	-0.4	-0.54	-0.14	-0.4	-0.06	-0.36	-0.92	-1	4.17	1.99	-0.23	-0.47	-1	-1	-1.12	-0.94	-0.94	-0.97	-0.92	-0.67	-0.3	-0.54	-0.47	0.62	0.84	-0.09	-0.04	0.23	1.38	1.47	1.23	1.79	1.6	1.14	2.62	2.32	2.72	-0.01	-0.29	-0.38	0.93	1.18	0.73	0.31	1.61	1.06	-0.34	0.93	0.18	-0.25	-1.09	-0.97	-0.58	-0.15	-0.14	1	-1.18	-1.15	0.11	0.26	0.41	0.5	0.21	-0.4	-0.09	-0.45	-0.18	-0.01	1.29
YHR055C	CUP1   CU2+ ION HOMEOSTASIS     METALLOTHIONEIN	-1	-1	-1	-1	-1	-1	-0.34	-0.25	-0.38	-0.36	-0.54		-0.92	-0.51	-0.67	-1.09	-0.43	-1.03	-0.17	-0.32	-0.18	-0.45	-0.86	-1.03	4.04	2.02	-0.36	-0.56	-1.09	-1.15	-0.97	-0.97	-1.03	-1.12	-0.92	-0.71	-0.23	-0.56	-0.3	0.62	0.82	0.19	0.04	0.42	1.58	1.62	1.25	2.03	1.76	1.17	2.66	2.37	2.77	-0.32	-0.32	-0.42	0.77	1	0.63	0.18	1.41	0.84	-0.25	0.77	0.01	-0.27	-1.09	-1.03	-0.64	-0.2	-0.03	1.09	-1.09	-1.09	-0.01	0.64	0.32	0.4	-0.06	-0.43	-0.23	-0.81	-0.4	-0.47	0.95
YHR057C	CYP2   PROTEIN FOLDING          PEPTIDYL-PROLYL CIS-TRANS ISOMERASE	-1	-1	-1	-1	-1	-1	-0.06	0.33	0.19	0.19	0.07	0.01	0.04	0.21	0.24	-0.01	0.18	-0.07	0.2	-0.1	-0.06	-0.09	-0.29	-0.27	0.07	0.36	0.28	-0.01	-0.03	-0.09	0.26	0.15	-0.09	-0.04	0.15	0.26	0.21	0.28	-0.27	-0.18	-0.2	-0.23	-0.06	0.2	0.29	0.39	0.25	0.01	0.24	-0.2	0.3	0.18	0.39	-0.38	0.39	0.3	0.53	-0.01	0.3	-0.03	0.24	-0.47	0.16	0.52		0.1	0.45	0.08	-0.14	0.19	0.15	-0.14	0.15	-0.36	-0.32	0.68	0.08	-0.07		-0.17	0.07	0.01	0.07	1.29	0.77
YHR058C	MED6   TRANSCRIPTION            RNA POLYMERASE II MEDIATOR SUBUNIT	-1	-1	-1	-1	-1	-1	-0.12	-0.58	-0.15	-0.2	-0.1	-0.29	0.11	-0.3	0.01	-0.15	-0.32	0.07	-0.1	-0.36	-0.2	-0.07	-0.14	-0.04	-0.56	-0.56	-0.43	-0.32	-0.32	-0.3	-0.32	0.12	0.21	0.07	-0.34	-0.17	-0.32	0.03		0.28	-0.25	-0.3	-1.47	-0.79	0.03	0.24	-0.23	-0.67	-0.62	0.46	-0.97	-0.14	-0.67	-0.27	-0.58	-0.86	-0.76	-0.71	-0.76	0.34	-0.29	0.28	-0.62	-0.71	-0.25	-0.23	0.29	0.2	0.12	-0.23	-0.29	-0.2	-0.38	-0.67	-0.06	0.32	-0.09	-0.18	-0.22	-0.27	-0.29	-0.38	-0.47	0.01	-0.22
YHR060W	VMA22  VACUOLAR ACIDIFICATION   VACUOLAR H+-ATPASE ASSEMBLY PROTEIN	-1	-1	-1	-1	-1	-1	0.01	-0.42	-0.4	-0.2	-0.32	-0.27		-0.47	-0.36	-0.15	-0.42	-0.07	-0.2	-0.34	-0.2	-0.23	-0.23	-0.15	0.07	-0.58	-0.23	-0.51	-0.29	-0.14	-0.36	-0.18	-0.23	-0.3	0.04	-0.27	-0.45	-0.43	-0.15	0.4	0.06	-0.42	-0.3	-0.45	0.15	0.62	-0.03	-1.32	0.11	0.1	-0.54	-0.06	-0.74	-0.12	-0.07	-0.38	-0.62	-0.89	-0.67	0.39	-0.42	-0.54	-0.54	-0.27	-0.32	-0.27	0.16	-0.67	-0.38	-0.34	-0.1	0.6	-0.51	-0.42	-0.76	0.21	-0.76	-1	-0.06	-0.07	-0.06	-0.27	0.03	0.28	-0.23
YHR061C	GIC1   BUD EMERGENCE            BINDS CDC42P	-1	-1	-1	-1	-1	-1	-0.56	-0.54	-0.23	-0.14	0.07		0.21	-0.07	-0.69	-0.62	-0.69	-0.34	0.03	-0.32		-0.22	-0.04	-0.69	-0.79	-0.76	-0.29	-1	-0.17	-0.25	0.26	0.19	0.03	-0.2		-0.07	-0.58	-0.56	-0.62	0.41	0.83	1.11	0.55	-0.97	-0.03	0.93	0.52	0.73	0.03	-0.71	-0.58	-1.09	-0.51	-0.49	-0.25	-0.6	0.19	-0.01	-0.2	-0.14	0.1	-0.18	-0.15	-0.18	-0.32	-0.27	-0.18	-0.38	0.18	0.25	-0.23	-0.71	-0.51	-0.38	0.73	0.31	0.48	0.26	-0.04	-0.14	-0.22	-0.62	-0.4	-0.45	-0.36
YHR062C	RPP1   RRNA AND TRNA PROCESSING RNASE P AND RNASE MRP SUBUNIT	-1	-1	-1	-1	-1	-1	-0.09	-0.69	-0.45	-0.51	0.12	-0.3	0.33	-0.62		-0.04	-0.4	-0.15	0.03	-0.4	-0.25	-0.17	-0.15	-0.15	-0.81	-0.64	-0.34	-0.3	0.12	0.3	-0.01	0.29	0.11	0.03	-0.12	-0.43	-0.45	-0.18	0.21	0.19		-0.18	-0.29	-0.43	-0.06	0.56	0.75	-1.64	-0.36	0.23	-0.74	-0.62	-1.06	-0.38	-0.34	-0.15	-0.4	-0.2	-0.12	-0.17	-0.07	-0.2	-0.94	-0.43	-0.17	-1.18	-0.12	-0.25	-0.2	-0.2	-0.07	-0.69	-0.79	-0.92	-0.54	0.23	-0.74	0.01	-0.09	0.12	0.11	-0.4	-0.51	0.03	-0.6
YHR064C	PDR13  DRUG RESISTANCE          HSP70 HOMOLOG	-1	-1	-1	-1	-1	-1	0.04	-0.51	-0.29	-0.25	-0.17	-0.29	-0.04	-0.34	-0.12	0.08	-0.27	0.1	-0.07	-0.18	-0.03	0.01	-0.25	0.03	-1.29	-0.71	-0.23	-0.1	0.12	0.46	0.12	0.24	-0.1	0.24	-0.06		-0.25	-0.06	0.3	-0.2	-0.3	-0.23	-0.92	0.99	-0.42	0.12	0.18	-1.18	-0.36	0.51	-1.29	-0.56	-0.89	-0.43	-1.29	-1.64	-2.47	-2.18	-1.89	0.44	-1.12	-0.58	-1.79	-2.18	-0.34	-0.69	-0.6	-1.29	-0.25	-0.67	-0.14	-0.89	-0.6	-0.81	0.5	-0.54	-0.92	-0.74	0.37	0.37	0.11	-0.36	-0.58	-1.29	-1.79
YHR065C	RRP3   RRNA PROCESSING          RNA HELICASE	-1	-1	-1	-1	-1	-1	0.08	-0.79	-0.6	-0.6	-0.27	-0.49	0.1	-0.2	-0.03	-0.38	-0.25	-0.29	-0.17	-0.43	-0.3	-0.4	-0.04	-0.34	-1.18	-0.32	-0.56	-0.2	0.1		-0.36	-0.06	-0.25	-0.23	-0.43	-0.32	-0.38	-0.56	0.71	0.46	0.15		0.03	0.03	0.14	-0.17	-0.36		-0.18	0.25	0.1	-0.23	-0.14	-0.58	-0.45	-0.3	-0.12	-0.03	-0.23	-0.2	0.24	-0.27	-0.49	-0.4	-0.42	-2.56	-0.4	-0.12	-0.27	-0.3	-0.3	-0.49	-0.76	-1	0.04	0.07	-0.2	-0.38	-0.23	-0.12	-0.06	-0.45	-0.51	-0.3	-0.14
YHR066W	SSF1   MATING (PUTATIVE)        UNKNOWN	-1	-1	-1	-1	-1	-1	0.04	-1.4	-0.84	-0.58	-0.06	-0.45	0.03	-0.17	0.12		-0.15	-0.04	0.01	-0.47	-0.34	-0.1	0.03	0.01	-0.84	-0.67	-0.54	0.04	0.39	0.25	-0.29	-0.09	-0.14	0.1	-0.18	-0.42	-0.45	-0.07	-0.04	0.1	-0.17	-0.09	-0.58	-0.17	0.61	-1.09	0.16	-0.74	-0.45	0.67	-1.03	-0.1	-0.94	-0.4	-1.03	-0.36	-0.97	-1	-0.89	-0.58	-0.84	-0.84	-2	-1.12	-0.81	-0.94	-0.74	-0.92	-0.34	-1.18	-0.34	-0.38	-1.03	-1.03	-0.36	-0.12	-0.69	0.52	0.03	0.12	0.31	-0.6	-0.67	0.03	-1
YHR069C	RRP4   RRNA PROCESSING          3'->5' EXORIBONUCLEASE	-1	-1	-1	-1	-1	-1	0.06	-0.86	-0.56	-0.43	-0.15	-0.4	0.2	-0.12	-0.12	-0.38	-0.38	-0.42	-0.1	-0.36	-0.23	-0.3	0.11	-0.42	-0.43	0.01	-0.3	-0.12	0.23		-0.1	0.07	-0.36	-0.22	-0.14	-0.32	-0.3	-0.32	0.99	0.7	0.46	0.42	0.4	0.48	0.59	0.45	0.2	0.6	0.44	0.07	0.31	0.29	0.34	-0.18	-0.3	0.18	-0.64	-0.76	-0.58	-0.14	-1.15	-1	-1.03	-0.34	-0.22	-1.89	-0.89	-0.67	-0.23	-0.4	-0.14	-0.6	-0.67	-0.38	-0.17	-0.3	-0.07	-0.04	0.01		-0.25	-0.79	-0.43	-0.69	-0.84
YHR071W	PCL5   CELL CYCLE               CYCLIN (PHO85P)	-1	-1	-1	-1	-1	-1	0.77	1.48	1.96	2.16	1.61	1.38	1.25	1.17	1.18	0.54	0.88	0.65	0.96	0.78	0.99	0.97	0.37	0.67	0.39		0.01	0.14	0.21	-0.1	-0.09	-0.38	-0.45	-0.49	-0.42	-0.18	-0.36	-0.07	0.26	-0.09	0.04	0.32	0.2	-0.14	-0.01	0.12	0.83	0.25	0.28	-0.25	0.06	0.46	1.02	0.21	0.06	-0.2	-0.2	0.16	0.04	0.66	0.18	0.32	-0.38	0.25	0.36	1.57	1.07	-0.03	0.08	0.08	-0.32	0.11	-0.09	-0.29	-0.38	-0.04	0.03	-0.09	0.18	-0.23	-0.45	-0.79	-0.62	0.45	0.21
YHR072W	ERG7   STEROL METABOLISM        LANOSTEROL SYNTHASE	-1	-1	-1	-1	-1	-1	-0.38	-0.4	-0.62	-0.3	-0.4	0.12	0.03	-0.17	0.07	0.01	-0.07	-0.07	-0.18	-0.32	-0.15	-0.01	-0.62	-0.06	-1.09	0.32	0.55	0.26	0.34	0.5	0.19	0.12	0.19	0.18	0.11	-0.2	0.07	0.41	-0.32	-0.38	-0.32	0.12	0.3	0.33	0.1	0.08	0.08	0.06	-0.14	-0.01	-0.58	-0.6	-0.38	-0.1	0.7	0.53	-0.03	-0.09	0.57	0.21	-1.12	-0.22	0.34	0.67	0.18	-1.09	-0.64	0.1	0.12	0.04	-0.2	-0.47	-0.03	0.08	0.97	0.36	-1.09	1.05	0.3	0.29	0.3	-0.6	-0.51	-0.47	-0.81
YHR075C	"NONE   PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN, MITOCHONDRIAL SMALL SUBUNIT"	-1	-1	-1	-1	-1	-1	-0.14	-0.34	-0.23	0.07	-0.43	-0.43	-0.4	-0.56	-0.36	0.04	-0.22	-0.32	0.14	-0.56	-0.47	-0.43	-0.29	-0.47	-0.04	-0.56	-0.49	-0.27	-0.43	-0.51	-0.47	-0.38	-0.18	-0.49	-0.43	-0.17	-0.2	0.12	-0.79	0.06	-0.06	0.43	-0.17	0.12	-0.01	0.26	-0.4	-0.22	-0.14	-0.17	0.42	0.15	0.45	-0.06	-0.1	-0.14	-0.27	-0.12	-0.04	0.01	0.16	-0.09	-0.01	-0.2	-0.25	0.12	-0.1	0.28	-0.27		-0.25	-0.25	-0.38	-0.43	-0.54	0.41	-0.42	-0.27	0.11	0.16	0.1		-0.04	-0.32	-0.38
YHR077C	"NMD2   MRNA DECAY, NONSENSE-MED NAM7P/UPF1P-INTERACTING PROTEIN"	-1	-1	-1	-1	-1	-1	-0.09	-0.22	-0.58		-0.45	-0.2	-0.15	-0.09	-0.3	0.23	-0.29	-0.12	-0.38	-0.25	-0.45	-0.06	-0.18	0.12	-0.01	-0.04	-0.64	0.24	0.49	0.18	-0.01	-0.1	-0.23	-0.17	0.15	-0.54	-0.62	0.01	-0.6	-0.22	-0.23	-0.15	-0.29	-0.23	-0.49	-0.62	-0.36	-0.15	-0.34	-0.18	-0.14	-0.49	-0.42	-0.45	-0.25	-0.03	-0.03	-0.14		-0.18	-0.2	-0.06	-0.36	-0.27	-0.18	-0.54	-0.38	-0.09	-0.32	0.38	-0.45	-0.22	-0.25	-0.36	0.03	0.28	0.56	0.66	0.12	0.18	0.11	-0.15	-0.34	-0.42	-0.27
YHR079C	IRE1   PROTEIN FOLDING          SENSOR OF UNFOLDED PROTEINS IN THE ER	-1	-1	-1	-1	-1	-1	-0.4	0.91	-0.69	-0.67	-0.81	-0.42	-0.51	-0.43	-0.22	0.12	-0.04	-0.27	-0.29	-0.54	-0.45	-0.07	-0.71	-0.18	0.11	0.04	0.38	0.25	0.07	0.01	-0.17	0.04	-0.15	0.23	-0.12		-0.42	0.12	0.18	0.01	-0.1		-0.29	-0.07	-0.23	0.25	0.18	-0.18	-0.17	0.28	-0.47	-0.6	-0.67		-1.09	-1.25	-1.47	-1.18	-1.22	0.18	-0.4	-0.36	-1.03	-0.71	0.11	-0.32	-0.14	-0.07	-0.01	-0.3	-0.76	-0.58	-0.34	-0.54	-0.1	0.38	-0.34	-0.22	0.01	-0.15	-0.2	-0.56	-0.74	-0.36	-0.54
YHR084W	STE12  MATING                   TRANSCRIPTION FACTOR	-1	-1	-1	-1	-1	1	0.24	-0.84	-0.86	-1.06	-0.58	-0.76	-0.34	-0.51	-0.34	-0.54	0.16	0.1		-0.49	-0.25	-0.29	-0.18	-0.32	-1.18	-0.58	-0.32	-0.04	-0.15	-0.2	-0.14	-0.32	-0.25	-0.15	-0.45	0.1	0.03	-0.07	0.64	0.31	-0.22	-0.47	-0.17	-0.07		-0.04	0.29	-0.32	-0.23	0.52	0.67	0.67	0.5	-0.43	-0.62	-0.3	0.45		0.11	-0.54	0.11	0.3	-0.36	-0.22	-0.34	-1.18	-0.54	0.71	-0.2	-0.04	-0.64	-0.42	-0.2	-0.6	0.3	-0.14	0.11	-0.06	-0.03	0.19	0.26	-0.64	-0.27	-1.15	-0.64
YHR086W	"NAM8   RNA SPLICING, MITOCHONDR RNA BINDING PROTEIN"	-1	-1	-1	-1	-1	-1	-0.43	-0.32	-0.34	-0.29	0.18	0.07	0.37		-0.3	-0.51	-0.67	-0.27	-0.09	-0.42	0.16	-0.04	0.04	-0.36	-0.27	-0.58	-0.56	-0.94	-0.69	-0.71	-0.23		-0.09	-0.29	-0.45	0.04	-0.1	-0.62	-0.56	-0.58	0.12	0.7	0.33	-0.12	-0.06	0.4	0.57	0.54	0.19	-0.15	-0.32	0.03	0.04	-0.36	-0.74	-0.45	-0.54	-0.81	-1.22	-0.79	-0.49	-0.27	-0.3	-0.49	-0.22	0.49	0.01	-0.45	0.23	-0.06	-0.56	-0.71	-0.07	-0.56	0.08	-0.51	-0.34	-0.56	-0.03	0.29	0.59	-0.04	0.19	0.57	0.57
YHR089C	GAR1   RRNA PROCESSING          SNORNP PROTEIN	-1	-1	-1	-1	-1	-1	0.01	-0.94	-0.86	-0.45	-0.36	-0.84	-0.01	-0.58	-0.03	-0.43	-0.34	-0.58	-0.17	-0.47	-0.38	-0.58	-0.32	-0.42	-1.43	-0.69	-0.6	-0.06	0.12	0.23	-0.01	0.23	-0.09	0.12	-0.18	-0.3	-0.32	-0.12	-0.12	0.23	-0.17	-0.25	-0.47	-0.22	0.11	1.01	-0.15	-0.81	-0.03	0.15	-1.4	0.3	-0.56	-0.3	-2.06	-0.86	-1.43	-1.22	-1.25	-0.92	-0.92	-0.86	-2.84	-1.84	-0.81	-2.94	-1.89	-1.79	-1.36	-1.32	-0.29	-0.32	-1.51	-1.84	-0.71	-0.56	-1.25	-1.12	-0.2	-0.34	-0.14	-0.71	-0.47	-2.18	-2.64
YHR091C	MSR1   PROTEIN SYNTHESIS        ARGINYL-TRNA SYNTHETASE	-1	-1	-1	-1	-1	-1	0.04	-0.06	-0.1	1.01	-0.06	-0.32	0.06	-0.2	-0.17	0.04	-0.2	-0.1	-0.07	-0.54	-0.45	-0.2	-0.2	-0.29	-0.38	-0.6	-0.6	-0.51	-0.27	-0.04	-0.2	0.01	0.06	0.14	-0.1	0.08	-0.01	0.25	0.19	0.03	-0.25	-0.32	-0.4	-0.23	-0.45	0.6	-0.14	-0.86	-0.32	0.46	-1.09	-0.17	-1.06	-0.27	-0.54	-0.86	-1.06	-1.32	-1.25	0.3	-0.51	-0.47	-0.62	-0.29	-0.6	0.06	0.11	-0.17	0.15	-0.12	-0.45	-0.2	-0.36	-0.22	0.03	0.42	0.3	0.18	-0.32	-0.4	-0.01	0.33	-0.38	0.1	-0.42
