## There are #18 experiments in this file
## 001 -- alpha_factor_release_sample013
## 002 -- alpha_factor_release_sample014
## 003 -- alpha_factor_release_sample015
## 004 -- alpha_factor_release_sample016
## 005 -- alpha_factor_release_sample017
## 006 -- alpha_factor_release_sample018
## 007 -- alpha_factor_release_sample019
## 008 -- alpha_factor_release_sample020
## 009 -- alpha_factor_release_sample021
## 010 -- alpha_factor_release_sample022
## 011 -- alpha_factor_release_sample023
## 012 -- alpha_factor_release_sample024
## 013 -- alpha_factor_release_sample025
## 014 -- alpha_factor_release_sample026
## 015 -- alpha_factor_release_sample027
## 016 -- alpha_factor_release_sample028
## 017 -- alpha_factor_release_sample029
## 018 -- alpha_factor_release_sample030
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
ypr147c	-0.2	0	-0.37	-0.31	-0.5	-0.41	0.16	-0.14	0.02	-0.4	0.3	-0.45	-0.22	-0.1	-0.01	-0.28	0.15	-0.14
ypl247c	0.1	0.31	0.38	0.37	-0.27	-0.64	-0.39	-0.28	0.14	0.02	0.19	-0.13	-0.37	-0.6	-0.09	-0.2	-0.1	-0.28
ypr148c	0.05	-0.66	-0.02	0.02	-0.07	-0.25	-0.02	0.48	-0.34	0.09	0.32	0	-0.27	-0.74	0.52	0.23	-0.08	-0.53
ypr149w	NA	-1.34	-0.86	-1.72	-1.42	-1.64	-0.2	-0.24	NA	0.1	-0.1	-1.13	-0.95	-1.32	-0.53	-0.8	0.41	0.15
ypr150w	-0.38	-0.2	-0.37	0.24	0.32	-0.19	-0.48	-0.34	-0.13	-0.55	0.33	-0.51	-0.17	-0.1	0.26	-0.49	0.19	-0.87
yar060c	0.02	-0.1	0.23	-0.28	0.07	-0.14	-0.25	0.12	-0.23	-0.73	-0.23	0.54	-0.02	0.22	-0.29	0.06	-0.64	0.6
ypr151c	-0.93	1.56	-0.74	-1.21	0.04	-0.66	-0.17	-0.47	0.12	-0.82	-0.17	-1.13	-0.38	-0.27	0.13	-0.61	-0.23	-0.21
ypr152c	-0.27	-0.75	-0.27	0.74	-0.05	-0.55	-0.24	-0.01	0.26	-0.24	-0.17	-0.38	-0.22	-0.19	0.1	-0.14	0.28	0.35
ypr153w	-1.14	0.63	-0.89	0.35	-0.77	-0.48	-0.04	0.41	-0.05	-0.37	-0.43	-0.42	-0.86	-0.52	0.58	-1.04	0.04	-0.56
ypr154w	0.4	-0.09	0.7	0.08	0.14	-0.14	0.06	0.03	0.12	-0.1	0.38	-0.35	-0.21	-0.35	0.34	-0.01	0.42	-0.94
ypr155c	-0.04	0.9	0.17	-0.05	-0.47	-0.46	-0.12	-0.05	-0.02	-0.24	-0.18	-1.17	-0.3	0.03	0.5	-0.8	-0.01	1.09
ypr156c	-0.88	-0.27	-0.83	-0.84	-1.36	-0.68	-0.35	-0.12	1.33	0.43	0.9	-0.15	-0.4	-0.98	0.27	-0.45	0.59	0.18
ypr157w	0.65	0.03	-0.29	-1.24	-0.11	-0.75	-0.33	-0.51	0.44	0.31	0	-0.2	-0.72	-0.23	-0.27	-0.5	0.39	0.31
ypr158w	0.23	0.32	0.76	0.21	0.5	-0.02	0.36	-0.01	0.04	-0.13	0.03	-0.08	-0.12	-0.15	0.18	-0.16	0.04	0.23
ypl246c	0.21	0.01	0.23	-0.23	-0.06	-0.59	-0.11	-0.33	-0.21	-0.44	-0.2	-0.38	-0.04	-0.41	-0.3	-0.67	0.15	-0.05
ypl245w	-0.31	-0.88	-0.38	-0.5	-0.08	-0.13	-0.34	-0.11	-0.13	-0.3	-0.34	-0.61	-0.51	-0.37	0	-0.26	0.04	-0.43
ypr159w	0.65	0.19	0.62	0.64	0.6	0.06	0.16	NA	-0.37	-0.6	0.17	-0.11	0.04	0.02	0.42	0.18	0.04	0.15
ypr160w	-0.79	1.7	0.95	0.53	-1.36	-0.45	-0.4	-1.06	-0.45	-0.25	-0.28	-0.86	-0.38	-0.04	0.7	-0.33	0.33	0.3
ypr161c	-1.15	0.38	-0.18	-0.91	-0.4	-0.46	-0.18	-0.15	-0.68	-1.39	0.51	0.09	-0.36	-0.23	0.06	0.05	0.32	-0.39
ypr162c	-0.37	0.93	0.08	-0.76	0.23	-0.54	-0.1	0.01	-0.02	-0.22	0.16	-0.41	-0.24	-0.11	0.21	-0.23	0.11	NA
ypr163c	-0.14	-0.67	-0.93	-0.35	-0.52	-0.46	-0.01	-0.23	0.12	0.18	0.45	-0.04	-0.19	0.04	0.06	0.23	0.08	-0.26
ypl244c	-0.08	-0.29	-0.25	-0.32	-0.05	-0.08	0.17	0.11	NA	-0.09	-0.28	-0.31	0	-0.13	-0.14	-0.25	0.3	0.23
ypr164w	-0.13	-0.28	-0.27	0	-0.4	-0.17	-0.07	-0.14	0.06	-0.16	0.1	-0.38	-0.2	-0.15	0.08	0.07	-0.02	-0.12
ypr165w	0.53	0.71	0.28	0.46	NA	0.2	0.35	0.34	0.24	0.11	0.04	-0.2	-0.19	-0.02	0.25	0.19	0.52	0.13
ypr166c	0.11	0.89	-0.27	NA	-0.21	0.22	0.11	0.12	-0.03	-0.48	-0.27	-0.46	0.04	-0.36	-0.06	-0.33	0.13	-0.38
ypr167c	0.17	0.46	0.07	-0.29	NA	0.18	0.41	0.25	0.29	-0.75	0.06	-0.22	-0.3	-0.23	NA	0.05	0.05	0.08
ypr168w	-0.23	1.03	-0.93	-0.05	-0.27	-0.51	-0.18	-0.36	-0.04	-0.77	-0.14	-0.27	-0.29	-0.39	0.01	0.02	-0.41	-0.55
ypr169w	0.08	-0.34	-0.59	-0.19	NA	-0.19	0.11	0.07	0.08	-0.04	-0.04	-0.06	-0.28	-0.2	NA	-0.25	0.03	-0.07
ypr170c	0.7	0.26	0.19	NA	0.02	0.17	0.28	0.12	0.05	-0.34	-0.23	-0.34	0.09	-0.53	0.1	-0.32	0.34	-0.26
ypr171w	-0.47	-0.25	-0.53	-0.1	NA	-0.01	-0.05	0.06	-0.26	0.05	-0.31	-0.06	-0.28	0.06	NA	-0.06	0.06	0.09
ypl243w	-0.07	-0.79	-0.07	-0.23	-0.27	0.33	0.01	0.33	0.23	0.02	0.24	-0.01	-0.11	-0.17	0.21	-0.04	NA	-0.06
ypr172w	0.52	0.39	0.48	0.29	-0.12	-0.01	-0.01	0.01	-0.01	-0.25	-0.15	-0.12	0	-0.45	-0.26	-0.31	0.06	-0.1
ypr173c	-0.26	-0.49	0.23	0.22	-0.21	-0.64	-0.35	-0.8	-0.16	-0.07	0.1	0.18	-0.24	-0.38	-0.12	-0.05	-0.04	0.09
ypr174c	-0.73	-0.83	0.77	0.37	0.27	-0.57	-0.4	-1.16	-1.04	-0.73	0.07	0.16	0.16	-0.28	-0.34	-0.69	-0.64	-0.54
ypr175w	-0.13	-0.57	0.41	0.56	0.23	-0.35	-0.41	-0.53	-0.6	-0.61	0.12	0.34	-0.16	-0.13	-0.1	-0.38	-0.14	-0.32
ypr176c	-0.14	-0.32	0.31	-0.07	0.17	-0.18	0.18	-0.05	-0.09	-0.16	0.09	-0.14	0.08	-0.1	0.12	-0.21	0.12	0.01
yar064w	NA	1.98	0.82	0.52	0.06	NA	0.01	1.43	-0.12	NA	-0.14	NA	0.06	NA	-0.02	NA	0.28	NA
ypr177c	-0.24	-1.2	-0.2	-0.66	-0.43	-0.69	-0.27	-1.03	-0.29	-0.82	-0.36	-0.2	-0.43	0.01	-0.63	-0.22	-0.16	0.15
ypr178w	-0.36	0.8	-0.32	-0.72	-0.24	-0.51	-0.14	-0.18	-0.21	-0.33	-0.19	-0.42	-0.37	-0.34	-0.18	-0.34	-0.15	0.4
ypr179c	0.19	0.14	0.44	0.67	0.37	0.52	0.16	0.03	0.13	0.04	0.2	0.49	-0.22	0.2	0.3	0.73	0.12	0.48
ypr180w	-0.23	-0.48	-0.1	-0.76	-0.07	-0.24	-0.04	-0.4	-0.14	0.16	-0.14	-0.56	-0.22	-0.66	-0.12	-0.2	-0.3	0.06
ypr181c	-0.21	-0.75	-0.07	-0.11	0.07	-0.29	0.13	-0.73	-0.12	-0.41	-0.08	-0.1	-0.09	-0.16	-0.02	-0.21	-0.25	-0.06
ypr182w	-0.53	-1.08	-0.3	-1.14	-0.13	-0.46	-0.04	-0.56	-0.19	-0.61	-0.36	-0.73	-0.21	-0.5	-0.07	-0.28	-0.03	-0.17
ypr183w	-0.08	-0.33	0.27	0.33	0.16	-0.13	0.19	-0.57	-0.23	-0.63	-0.16	-0.12	0.05	-0.32	0.15	-0.51	-0.22	-0.34
ypr184w	-1.65	1.18	-1.09	2.2	0.04	-0.85	-0.37	-0.26	1.03	-0.26	-0.38	-0.41	-0.39	-0.19	0.61	-0.35	-0.81	0.05
ypl242c	-1.35	-1.17	-1.65	-1.71	-1.21	-1.07	0.07	0.44	0.89	0.54	0.15	-0.22	-0.63	-0.66	-0.35	0.15	0.41	0.86
ypr185w	-0.37	0.11	0.16	0.59	NA	0.04	-0.13	-0.09	-0.35	0.06	-0.11	0.27	-0.04	-0.01	NA	-0.1	-0.07	-0.06
ypr186c	-0.02	-0.15	-0.69	-0.83	-0.22	NA	-0.14	-0.25	-0.09	-0.41	-0.51	-0.36	0.14	-0.6	-0.46	-0.21	-0.22	-0.07
ypr187w	-0.09	-0.16	-0.66	-0.32	-0.53	-0.3	-0.19	-0.28	0.08	0.06	-0.12	-0.28	-0.15	-0.56	-0.14	-0.28	-0.01	-0.1
ypr188c	-0.29	0.22	-1.5	0.31	-0.23	-0.42	-0.49	-0.31	0.22	-0.65	0.07	-0.24	-0.2	-1.74	0.38	-0.36	-0.7	-0.39
ypr189w	-0.52	0.54	-0.41	0.02	-0.35	0.08	-0.29	-0.04	-0.01	0.08	0.26	-0.19	-0.11	-0.02	0.25	0.16	0.19	0.12
ypr190c	0.31	-0.1	-0.65	-0.19	-0.04	NA	0.38	-0.04	0.31	-0.17	-0.13	-0.3	0.01	-0.27	-0.11	0.06	-0.39	-0.01
ypr191w	-0.23	0.27	0.07	-0.31	-0.55	-0.8	-0.43	-0.69	-0.2	0	-0.18	-0.09	-0.2	-0.93	-0.07	-0.13	-0.45	-0.39
ypr192w	-0.73	-0.47	-0.04	-0.59	-0.21	0.11	-0.11	-0.35	-0.21	-0.83	-0.44	-0.49	-0.41	-1.26	0.4	-0.16	-0.41	-0.14
ypr193c	-0.88	-0.05	-0.05	-1.4	-0.39	-0.6	-0.43	-0.44	-0.3	1.17	-0.72	-0.4	-0.25	-0.96	-1.07	-0.51	-0.41	-0.41
ypr194c	-0.27	NA	-0.51	-0.54	-0.36	NA	-0.41	-0.14	-0.18	-0.59	-0.22	-0.18	-0.38	-0.56	-0.53	-0.12	-0.67	-0.37
ypr195c	-1.09	-2.17	-0.16	-2.15	-0.18	-0.94	-0.36	-1.49	-0.37	-0.59	-0.68	-0.57	-0.51	NA	-0.51	-0.45	-0.39	NA
ypr196w	0.03	0.43	-1.1	-0.92	-0.67	NA	-0.19	0.54	-0.11	-0.14	0.09	-0.42	-0.29	-0.01	0.13	-0.75	0.23	-0.11
ypr197c	-0.51	-0.29	0.33	0.34	-0.08	-0.55	-0.35	-0.83	NA	-0.36	-0.27	0.16	-0.16	-0.17	0.08	-0.46	-0.21	0.05
ypr198w	0.14	-0.07	0.35	-0.13	0.21	-0.04	0.27	-0.2	-0.01	-0.32	-0.34	-0.34	-0.1	-0.4	0.07	-0.26	0.06	-0.26
ypr199c	-0.13	0.09	-0.39	-0.04	-0.18	-0.29	-0.24	0.14	-0.03	-0.39	-0.04	-0.26	-0.19	-0.34	-0.12	-0.26	0.14	0.18
ypr200c	-0.46	0.27	0.76	0.66	0.32	-0.98	-0.15	1	-0.08	-0.8	-0.51	NA	-0.03	-0.67	-0.63	-0.48	-0.07	-0.2
ypr201w	-0.44	-0.08	-0.02	-0.88	-0.34	-0.75	-0.03	NA	-0.39	-0.68	-0.24	-0.08	-0.53	-0.3	-0.79	-0.72	-0.37	0.64
ypl241c	-0.53	-0.77	0.72	0.61	0.52	0.65	0.1	0.13	0.03	-0.46	-0.02	0.24	0.33	0.11	0.17	-0.1	0.02	-0.02
yar069c	-0.72	-0.53	-0.11	-0.95	-0.54	-0.13	-0.49	NA	-0.55	0.01	-0.73	0.62	-0.14	-0.1	-0.63	0.16	-0.26	0.72
ypl240c	0.08	-0.13	0.62	0.48	0.52	0.15	0.52	0.32	0.35	0.1	-0.13	-0.06	-0.05	-0.05	0.07	-0.13	-0.03	-0.09
ypl239w	0.01	-0.18	-0.06	-0.15	0	-0.05	-0.05	0.5	0.45	-0.01	-0.09	-0.07	-0.04	0.11	0.22	0.22	0.36	-0.23
yar071w	-0.62	-0.39	0.44	0.33	0.04	-0.05	0.49	NA	NA	NA	1.78	NA	0.66	0.53	-0.32	0.28	0.42	1.09
ybl064c	-0.04	0.44	0.78	0.3	0.14	-0.17	-0.49	-0.11	-0.05	0.21	0.49	0.21	0.07	0	0.42	-0.24	0.17	0.27
ybl063w	-0.78	-0.28	-0.72	-0.28	-0.1	0.33	0.22	0.1	-0.23	NA	-0.49	-0.27	0.05	-0.52	-0.45	0.58	0	-0.2
ybl062w	0.49	-0.44	0.21	0.41	0.02	-0.11	0.04	1.7	-0.13	-0.16	0.17	0.02	0.2	0.25	0.18	-0.14	-0.4	-0.46
ybl061c	0.1	-0.3	-0.21	0.1	-0.18	-0.55	0.25	-1.03	-0.24	0.98	-0.05	0.15	0.06	0.03	-0.04	-0.06	-0.19	-0.38
ybl060w	-0.32	-0.22	0.11	-0.13	-0.12	-0.1	-0.06	0.77	0.39	0.07	-0.19	-0.1	0.01	-0.4	0.48	0.49	-0.06	-0.27
ybl106c	0.41	-0.7	0.17	0	0.78	0.42	-0.01	0	-0.16	1.26	0.14	-1.42	-0.11	NA	1.08	-0.37	0.43	NA
ybl059w	0.2	-0.22	0.13	-0.48	-0.16	-0.32	NA	0.64	-0.09	-0.7	-0.39	-0.64	-0.06	-0.34	-0.22	-0.48	-0.59	-0.22
ybl058w	-0.02	-0.11	0.11	-0.08	-0.18	-0.17	-0.03	-0.16	0.14	0.06	0.36	0.05	-0.03	-0.17	0.22	-0.31	0.08	1.24
ybl057c	-0.18	-0.31	-0.13	-0.32	-0.13	-0.56	0.1	-0.43	0.04	0	-0.07	-0.24	-0.07	-0.2	-0.07	-0.29	-0.19	-1.69
ybl056w	-0.08	-0.23	0.06	-0.09	0.02	0	0.09	-0.06	0.08	0.27	0.16	-0.09	0.03	0.07	0.33	NA	0.36	0.12
ybl055c	0.32	-0.09	-0.05	0.13	0.07	-0.43	-1.66	-0.38	0.01	NA	-0.07	-0.24	-0.06	0.05	0.07	-0.2	0.16	-0.18
ybl054w	0.46	-1.68	-1.08	-0.15	0.05	-0.24	0.16	-0.05	-0.03	-0.11	-0.36	-0.24	0.22	0.34	-0.05	0.09	0.14	-0.1
ybl053w	-0.24	-0.63	-0.77	-0.63	-0.29	-0.25	-0.24	-0.15	-0.21	-0.2	-0.54	-0.38	-0.27	0.19	-0.22	-0.82	-0.06	0.11
ybl052c	-0.23	-0.18	-0.74	-0.31	-0.23	-0.01	-0.18	-0.05	-0.2	-0.24	-0.16	-0.99	-0.25	0.04	0.11	0.47	0.07	-0.05
ybl051c	0.11	-0.46	-0.19	-0.18	-0.04	-0.29	0.09	-0.24	0.04	0.19	0.07	0.28	0	0.19	0.03	0.11	-0.12	0.07
ybl050w	0.07	0.17	0.17	-0.16	-0.28	-0.42	-0.33	0.05	-0.03	0.07	0.29	0.36	-0.35	0.15	0.11	0.61	-0.16	0.3
ybl049w	0.07	-0.1	0.02	-0.96	-0.88	-0.54	-0.01	-0.11	-0.65	0.71	-0.85	-0.21	-0.3	0	NA	-0.35	-0.3	0.27
ybl048w	0.23	0.16	-0.1	-0.15	-0.15	-0.19	0.03	0.25	-0.37	-0.16	-0.1	0.22	-0.06	0	-0.29	0.28	-0.09	0.35
ybl047c	-0.29	0.16	0.04	0.36	-0.25	0.09	-0.41	0.06	-0.35	0.54	0.17	0.29	-0.07	0.27	-0.24	0.83	-0.03	0.52
yal063c	0.11	-0.17	-0.14	-0.29	-0.05	-0.34	-0.08	-0.81	-0.2	-0.28	-0.27	0.14	0.03	-0.09	-0.04	0.01	-0.08	-0.03
ybl046w	-0.29	-0.18	0.03	0.22	0.04	-0.13	-0.18	0.35	-0.04	-0.13	0.34	0.32	0.05	0.03	0.27	0.33	-0.08	-0.33
ybl045c	-0.51	-0.17	0.16	-0.21	-0.72	-0.49	-0.15	-0.88	-0.47	-0.24	-0.28	-0.25	-0.33	-0.21	-0.28	-0.08	-0.36	-0.07
ybl044w	-0.78	0.01	-1.44	-1.15	-0.16	-0.76	-0.42	0	-0.42	0.41	-0.46	-0.25	-0.15	-0.13	-0.04	-0.39	-0.34	-0.6
ybl043w	-1.15	-0.65	-2.15	NA	-1.14	-0.68	NA	-0.54	NA	-0.09	-1.01	-0.36	-0.79	0	NA	0.02	-1.29	-1.23
ybl042c	0.23	-0.23	-0.32	0.33	0.13	-0.37	-0.42	-0.53	-0.62	-0.23	0.32	0	0.17	0	0.4	0.63	0.06	0.13
ybl041w	0.07	0.03	0	-0.13	-0.27	-0.23	0	-0.02	0.1	0.4	0.07	0.16	-0.09	-0.14	-0.26	0.09	-0.1	0.18
ybl040c	-0.1	0.14	-0.06	0.04	0.05	-0.12	-0.07	-0.12	-0.28	-0.45	0.05	-0.01	0.1	0.05	0.1	0.22	-0.16	0.04
ybl105c	-0.18	-0.03	-0.21	-0.45	-0.21	-0.49	-0.05	0	0.1	0.18	-0.07	0.19	-0.17	0.17	-0.07	0.3	0.07	0.86
ybl039c	0.17	-0.48	-0.99	-0.73	-0.48	-0.14	-0.08	0.22	0.39	0.34	0.36	0.23	0.17	0.35	-0.07	0.78	0.02	0.49
ybl038w	0.03	-0.31	0.13	-0.23	-0.02	0.03	0.34	0.06	0.14	-0.13	0.13	0.25	0.17	0.17	0.18	0.26	0.1	-0.06
yal062w	0.36	0.31	0.24	0.34	0.13	0.04	0.06	-0.01	0.13	0.33	0.7	0.57	0.25	0.18	0.36	-0.86	0.32	-0.48
ybl037w	-0.11	0.03	0.22	0.06	0.14	-0.1	0.2	-0.06	0.05	0.43	-0.14	-0.19	-0.2	0.2	0.01	-0.13	-0.53	0.2
ybl036c	0.21	-0.12	0.51	0.13	0.03	-0.11	0.12	NA	0.33	0.2	0.22	0.12	0.14	0.2	0.1	0.02	0.12	0.09
ybl035c	-0.68	-0.45	1.1	1.44	0.46	-0.35	-0.84	NA	-1.29	1.08	0.16	0.28	0.43	0.07	-0.35	-0.4	-0.62	-0.38
ybl034c	-0.49	-0.15	-0.38	0.16	0.06	-0.09	0.2	0.21	-0.15	0.02	0.28	0.2	-0.03	0.22	0.49	0.25	0.05	0.09
ybl033c	0.12	0.53	-0.07	-0.39	-0.12	-0.3	-0.11	-0.24	-0.08	0.13	-0.15	0.1	-0.17	0.07	-0.28	0.07	0.03	-0.01
ybl032w	-0.82	-1.03	-0.88	-1.14	-0.27	-0.15	0.43	0.24	0.2	-0.01	-0.19	-0.43	-0.23	0.22	0.41	0.7	0.46	0.15
ybl031w	-0.79	-0.62	0	-0.03	0.15	-0.16	0.12	-0.22	-0.32	0.13	-0.36	0.17	-0.05	0.35	0.04	-0.05	0.06	NA
ybl030c	0.5	0.17	0.8	0.57	0.96	0.41	0.82	0.44	0.56	0.34	0.43	0.12	0.44	0.42	0.56	0.07	0.4	0.04
ybl029w	-0.1	-0.13	-0.19	-0.69	-0.43	-0.55	-0.57	-0.46	-0.49	-0.43	-0.54	-0.46	-0.42	-0.31	-0.4	0.01	-0.15	-0.54
ybl028c	0.26	-0.76	-0.66	-0.55	-0.24	-0.15	0.07	0.44	0.13	0.99	-0.18	0.02	-0.02	0.47	0.1	0.22	0.41	-0.34
yal061w	-0.99	0.84	0.05	-0.41	-0.86	-0.73	-0.81	-0.37	-0.84	0.27	-0.29	-0.24	-0.38	-0.16	-0.33	0.38	0.07	-0.15
ybl027w	0.09	-0.32	-0.14	-0.28	-0.26	-0.29	-0.09	-0.5	0.16	0.41	-0.02	-0.05	-0.06	0.18	0.1	0.33	0.17	0
ybl026w	0.2	-0.19	-0.56	-0.44	-0.3	-0.2	-0.01	0.27	0.2	-0.12	0.15	-0.04	0.05	0.22	0.19	0.61	0.02	0.34
ybl025w	-0.59	-0.49	-0.99	-1.96	-0.7	-0.31	-0.54	-0.28	-0.16	-0.04	-0.88	-0.6	-0.24	-0.38	-0.86	0.2	-0.33	0.01
ybl024w	-0.18	-0.27	-1.22	-0.49	-0.25	-0.38	-0.24	0.25	0.04	-0.15	0.12	-0.09	-0.25	0.02	0.31	0.11	-0.15	-0.35
ybl023c	-0.94	-0.18	0.03	-0.07	-0.95	-1.33	-1.22	-0.32	0.23	1	0.76	0.58	-0.06	-0.44	-1.13	-0.01	-0.26	0.45
ybl022c	0.23	-0.02	0.22	0.31	0.21	0.25	0.29	0.5	0.35	0.31	0.39	0.62	0.04	-0.03	0.25	0.98	0.14	0.56
ybl021c	-0.37	-0.39	-0.27	-0.33	-0.47	0.03	-0.25	-0.13	-0.14	0.19	-0.24	-0.2	-0.25	-0.17	-0.77	0.24	-0.26	0.21
ybl020w	0.15	-0.7	-0.64	-0.18	-0.06	NA	-0.02	0.31	-0.11	-0.18	-0.32	0.2	0.1	0.32	0.11	0.52	-0.19	0.28
ybl104c	0.07	-0.21	0.06	-0.29	-0.09	-0.23	0.07	-1.38	0.09	-0.02	0.23	0.1	-0.04	0.05	0.23	0.43	0.45	-0.91
ybl019w	-0.96	-0.1	NA	0.2	-0.43	-0.79	-0.74	-0.27	-0.26	0.27	-0.34	-0.3	-0.29	-0.22	NA	0.47	-0.49	-0.19
ybl018c	-0.29	-0.39	-0.13	-0.05	-0.17	0.39	-0.07	0.27	0	-0.26	-0.03	0.17	0.03	0.26	-0.16	-0.21	0.25	1.03
ybl017c	-1.45	0.1	-0.41	-0.74	-0.27	-0.29	-0.66	0.08	-0.11	0.31	0.13	-0.16	-0.26	0.08	NA	0.81	-0.2	0.04
ybl016w	NA	0.36	-1.46	-1.09	-0.95	-0.42	-0.9	0.23	-0.74	-0.38	-0.75	0.03	-0.14	0.24	-0.45	0.18	-0.42	0.27
ybl015w	-0.44	0	-0.02	-0.11	-0.12	-0.14	-0.25	-0.41	-0.3	1.08	-0.44	0.07	0.05	-0.08	-0.24	0.11	-0.46	-0.53
ybl014c	-0.11	-0.94	-0.52	-0.38	-0.32	-0.16	0	0.26	-0.12	-0.26	-0.33	-0.12	-0.15	0.46	-0.11	-0.04	0.27	1.36
ybl013w	-0.44	-0.67	-0.13	-0.59	-0.37	-0.41	-0.54	-0.53	-0.43	0.09	-0.62	-0.37	-0.51	0.29	-0.24	-0.18	-0.01	-0.26
ybl012c	-0.17	-0.32	0.14	-0.04	-0.04	0.05	0.1	0.38	-0.16	0.14	-0.23	0.22	0.02	0.6	0	0.3	0.29	NA
ybl011w	-0.38	-0.62	-0.16	-0.09	-0.16	-0.06	-0.06	-0.15	-0.15	0.03	-0.36	0.11	-0.26	0.11	-0.25	0.24	0.04	-0.05
ybl010c	-0.35	-0.25	0.31	-0.45	0.07	-0.97	-0.62	-0.32	-0.32	-0.26	-0.9	0.7	-0.05	-0.7	0.02	0.54	-0.17	NA
ybl009w	-0.86	-1.87	-0.29	0.06	0.32	0.04	0.07	-0.17	-0.39	-0.09	-0.24	0.29	0.08	0.3	0.19	1.44	-0.18	-0.17
yal060w	-0.52	0.48	0.54	0.46	0.31	-0.1	-0.03	-0.33	0.25	0.28	0.54	0.6	-0.17	0.03	0.06	0.53	0.24	0.14
ybl007c	-0.02	-0.17	0.13	0	-0.07	-0.2	-0.11	0.27	-0.09	1.29	0.06	0.52	-0.17	0.17	-0.06	-0.54	0.02	0.86
ybl006c	-0.05	0.51	-0.2	-0.2	-0.19	-0.39	0.01	-0.02	-0.09	-0.47	-0.15	-0.32	-0.22	-0.12	-0.01	-0.33	-0.14	1.12
ybl005w	1.47	1.28	1.38	1.38	1.23	1.32	1.04	1.17	0.96	1.36	0.85	1.21	0.65	1.15	0.86	-1.16	0.88	0.65
ybl103c	0.02	-0.03	0.11	-0.17	-0.11	-0.12	-0.03	0.21	0.02	0.81	-0.15	0.23	-0.04	0.32	-0.04	-0.05	0.39	0.24
ybl004w	-1.21	-0.73	-1.47	-0.65	0.03	NA	-0.1	NA	0.02	-0.26	-0.1	0.08	0.18	0.68	0.54	0.59	-0.3	0.03
ybl003c	-2.2	-2.21	-2.05	-0.77	0.66	0.79	0.25	0	-0.62	-1.02	-1.62	-0.69	0.36	1.06	0.85	0.41	-0.07	-0.44
ybl002w	NA	-2.15	-1.94	-0.3	0.94	0.8	0.39	NA	-0.5	-1.15	-1.24	-0.31	0.57	1.29	0.88	1.02	-0.03	-0.3
yal059w	0.17	-0.76	-0.79	-0.26	-0.22	0.13	-0.11	0.21	-0.13	-1.03	-0.31	0.25	-0.03	0.15	-0.51	0.4	0.27	-0.76
ybl001c	-0.69	0.04	-0.45	0.15	0.28	0.37	0.08	-1.57	-0.12	0.09	-0.52	-0.21	0.1	0.31	0.29	0.18	0.02	-0.15
ybr001c	-0.51	0.46	0.85	0.48	-0.02	0.2	-0.57	NA	0.04	-0.01	0.27	0.78	-0.1	0.12	0.22	0.31	-0.17	0.88
ybl102w	-0.02	-0.14	0.4	0.03	0.38	0	0.24	0.82	0.19	-0.2	0.21	-0.09	0.02	-0.02	0.12	-0.1	0.34	-0.32
ybr002c	0.01	-0.65	-0.19	-0.84	-0.68	-0.46	-0.69	-0.34	-0.29	NA	-0.62	-0.12	0.06	-0.09	-0.65	0.16	-0.16	0.08
ybr003w	0.21	0.24	0.38	0.18	-0.12	0.17	-0.45	NA	-0.06	-0.13	0.03	0.58	0.09	0.14	0.22	NA	-0.09	0.06
ybr004c	0.77	-0.13	-0.33	-0.17	-0.17	-0.23	-0.15	-0.28	-0.19	0.09	-0.39	0	0.04	0.21	-0.16	0.03	-0.07	0.15
ybr005w	2.02	1.2	0.62	0.18	-0.23	0.34	0.03	-0.29	0.28	-0.05	NA	0.2	-0.03	-0.17	0.32	0.22	0.22	-0.04
ybr006w	-0.34	-0.73	0.22	-0.05	-0.53	-0.57	-0.61	-0.48	-0.68	-0.08	-0.53	-0.12	0	-0.44	-0.4	0.2	-0.33	-0.13
ybr007c	-0.4	-0.08	0.05	0.07	0.39	0.2	-0.49	-0.3	-0.16	-0.61	NA	0.59	0.01	0.12	0.44	0.76	-0.22	-0.37
ybl101c	0.16	0.6	0.28	-0.22	-0.18	-0.42	-0.05	-0.49	-0.01	-0.08	-0.05	0.1	-0.24	0.2	-0.16	0.52	0	-0.23
yal058w	0.26	0	0.41	0.26	0.22	0.24	-0.04	-0.35	0.39	0.12	0.99	0.66	0.16	0.4	0.65	0.76	0.05	0.19
ybr008c	-0.14	0.1	-0.22	0.06	0.5	-0.05	0.15	-0.03	-0.69	-0.8	-0.59	-0.27	0.03	0.31	0.19	0.09	-0.01	0.55
ybr009c	NA	NA	-1.71	-0.45	1	1.12	0.31	0.04	-0.52	-0.92	-1.11	-0.53	0.57	1.03	1.19	0.36	-0.04	-0.83
ybr010w	-1.89	-1.94	-1.51	-0.22	1.21	0.88	0.57	-0.1	-0.48	-0.99	-1.17	-0.3	0.85	1.26	1.05	0.41	0.17	-0.41
